rc1,rc2,rc3,zs1,zs2,zs3,nfp,etabar,B2c,p2,axis_length,iota,max_elongation,min_L_grad_B,min_R0,r_singularity,L_grad_grad_B,B20_variation,beta,DMerc_times_r2
-0.6616362,-0.025218358,-0.1640653,0.23851545,0.1679005,-0.070092626,1.0,-0.33171648,-0.19896273,-2499898.0,7.793899882388832,0.33165078717621116,1657.7155134858708,0.010213197775421057,0.14908016659319392,1.9020504133844053e-05,0.0003022089391223154,2087.690340583804,1.1365176910965784e-09,-227.14068084758446
-0.21380007,-0.041938774,-0.04567154,-0.37611404,-0.1719732,0.003404062,7.0,-2.0709085,-0.10219472,101599.375,17.776536550533937,-8.648238268429617,3367.0552475395407,0.00024157567083271062,0.6985896117985249,2.628438061646043e-06,-6.701059924573792e-05,297214.3752397662,-8.820564808807469e-13,-200.21110480802508
1.0092245,-0.13263635,0.0020916362,1.7171874,0.38563952,0.090474784,1.0,0.672833,-0.9113284,-876367.1,11.740696613157544,-0.9171932036276496,17.638102428994628,0.40232014062792704,-0.1439525235909968,0.003102692243431933,0.1628534205041671,14.321949706846397,1.0601647049046437e-05,-361.3520901929565
0.46264336,0.08856953,-0.014224398,0.6914132,0.122898705,0.054010235,1.0,1.242455,-0.05118363,-1067131.0,7.3778543485770225,0.07705571896674654,5.74600442124722,0.4721848453936461,0.639871631837356,0.0009909993549120195,0.09248865705274242,27.4723668570133,1.316965335610904e-06,-480.9140330801623
0.24767321,-0.1182868,0.011248323,0.6861651,-0.05786765,-0.038249675,7.0,-0.6759702,-0.6573588,-2048158.2,24.49281191131558,-8.546849466602419,805.4638463853876,0.009433438500008563,0.6227916600182652,1.005642084572482e-05,2.2465150671818293e-05,13055.592145413375,2.602916595806378e-10,-48071.20746911143
-0.39887458,-0.014576977,0.034849405,-0.33989716,0.04591354,0.005010667,1.0,-2.24536,-0.94411486,-135932.0,6.74185066457471,-0.03180678134596434,17.442591830158328,0.4173829969699147,0.6213978473097086,0.006424894731864026,0.08717107893912462,3.1887057819791025,7.051209262354256e-06,-66.4721132413012
1.4203187,-0.059660245,-0.13122179,-0.8826789,-0.11490757,0.026729252,6.0,0.5098178,-0.49979535,-18845162.0,44.844866766697116,5.3359319484610435,96.0702570134498,-0.006943642315357463,-0.34875718131661415,1.569317852310618e-05,0.00010415927810726347,34345.71499076119,5.832188734379845e-09,440328.22389983735
0.5504241,0.058153816,0.013384434,0.14673789,0.021040866,-0.020351728,5.0,-3.149021,-0.26916468,-81440.75,13.843780200465721,-4.65728616709245,384.03885398555155,-0.004848184463241163,0.4943452822044493,3.5700470345800654e-06,6.506353494103318e-06,942059.5995288892,1.304366103477645e-12,10038.171606886266
-0.72465193,-0.059690543,-0.103844725,-1.5370446,-0.30046242,0.055415977,1.0,1.9808747,-4.5121994,-781423.6,10.635513940577612,-0.9637700158726983,1022.0659956697573,0.26530795800926305,0.11181280016899105,0.00019663582566066147,0.0048028377346163355,18.787670809833514,3.796834730232468e-08,-9463.660125354523
-1.0547702,0.091845654,-0.0888564,0.10763471,0.004395455,0.0025510632,13.0,1.2938879,2.3924654,-1265179.2,60.84462815439874,12.921694680379769,5563.884739707095,0.003077144770883505,-0.051780976355075864,1.4720541815180678e-06,1.2681891985831364e-05,5110212.299778693,3.4451609428149525e-12,428673.5276834015
